,기준년월(STD_YM),성별코드(SEX_CD),연령대코드(AGE_CD),시간대코드(TIME_CD),구매_고객수(ACC_CNT),구매건수(PURH_CNT),구매금액(PURH_AMT),구매지역(PURH_AREA),구매_시도명(P_SIDO_NM),구매_시군구명(P_SIGNGU_NM),구매_읍면동명(P_EMD_NM),세부분류코드(DETAL_CLASS_CD),세부분류명(DETAL_CLASS_NM),통계청분류코드(STAT_CLASS_CD),통계청분류명(STAT_CLASS_NM)
446,201808,1,4,5,1,1,2000,11410660,서울특별시,서대문구,홍은제1동,1070111,콩(숙주)나물,A,식료품 및 비주류음료
447,201805,1,3,6,1,1,27000,11545610,서울특별시,금천구,독산제1동,1011804,가공밥,A,식료품 및 비주류음료
448,201905,2,4,4,1,2,6000,11200570,서울특별시,성동구,행당제2동,1011809,조리냉장탕류,A,식료품 및 비주류음료
449,201908,2,4,2,1,1,4000,11230560,서울특별시,동대문구,전농제1동,1070106,엽채류,A,식료품 및 비주류음료
450,201901,2,4,4,1,2,155000,11380530,서울특별시,은평구,불광제2동,1070106,엽채류,A,식료품 및 비주류음료
451,201909,2,4,5,1,1,5000,11560535,서울특별시,영등포구,영등포동,1080110,탁주,B,주류 및 담배
452,201805,2,2,5,1,1,5000,11560700,서울특별시,영등포구,대림제1동,1011106,수산소재류(냉동),A,식료품 및 비주류음료
453,201901,2,4,3,1,4,1000,11305534,서울특별시,강북구,삼양동,1050101,사이다,A,식료품 및 비주류음료
454,201808,2,3,5,1,1,2000,11290780,서울특별시,성북구,장위제3동,1080101,맥주,B,주류 및 담배
455,201808,2,4,4,1,2,1000,11305534,서울특별시,강북구,삼양동,1020708,과일젤리류,A,식료품 및 비주류음료
456,201806,2,6,5,1,1,2000,11500630,서울특별시,강서구,방화제1동,5030804,베개,E,가정용품 및 가사 서비스
457,201812,2,5,3,1,1,3000,11380530,서울특별시,은평구,불광제2동,1050403,커피믹스,A,식료품 및 비주류음료
458,201808,2,4,4,1,1,5000,11350625,서울특별시,노원구,중계2.3동,1010601,소시지류,A,식료품 및 비주류음료
459,201907,1,4,4,1,2,4000,11380530,서울특별시,은평구,불광제2동,1020501,반생케익,A,식료품 및 비주류음료
460,201902,2,4,5,1,1,4000,11680580,서울특별시,강남구,삼성1동,1070109,과수,A,식료품 및 비주류음료
461,201806,2,4,6,2,1,3000,11215870,서울특별시,광진구,구의제3동,1011107,축산소재류(냉장/냉동),A,식료품 및 비주류음료
462,201911,2,5,4,1,1,8000,11650530,서울특별시,서초구,서초3동,1060201,후레쉬우유,A,식료품 및 비주류음료
463,201812,2,4,5,1,2,3000,11710680,서울특별시,송파구,잠실3동,1070107,근채류,A,식료품 및 비주류음료
464,201810,1,5,3,1,1,23000,41310,경기도,구리시,,8020807,성인용품,F,보건
465,201901,2,3,6,1,1,3000,11680656,서울특별시,강남구,도곡2동,1080101,맥주,B,주류 및 담배
466,201811,2,5,6,1,2,1000,11305534,서울특별시,강북구,삼양동,1010212,즉석국류,A,식료품 및 비주류음료
467,201805,2,3,5,1,3,13000,11680590,서울특별시,강남구,삼성2동,1060301,딸기우유,A,식료품 및 비주류음료
468,201907,1,6,5,1,2,49000,11305534,서울특별시,강북구,삼양동,1050699,기타차음료,A,식료품 및 비주류음료
469,201911,1,3,4,1,1,1000,11305534,서울특별시,강북구,삼양동,1011502,맛살,A,식료품 및 비주류음료
470,201909,2,4,4,1,2,16000,11710642,서울특별시,송파구,문정2동,1050202,저과즙음료,A,식료품 및 비주류음료
471,201810,2,5,5,1,4,13000,11545610,서울특별시,금천구,독산제1동,1070110,특용작물,A,식료품 및 비주류음료
472,201902,2,6,5,1,1,2000,41131,경기도,성남시 수정구,,1020202,소프트캔디,A,식료품 및 비주류음료
473,201907,1,4,5,1,1,16000,48123,경상남도,창원시 성산구,,1010603,베이컨류,A,식료품 및 비주류음료
474,201809,2,3,5,1,1,26000,11140540,서울특별시,중구,회현동,1060103,호상발효유,A,식료품 및 비주류음료
475,201901,2,7,3,1,1,5000,11710680,서울특별시,송파구,잠실3동,2010401,주방세제,E,가정용품 및 가사 서비스
476,201808,2,6,2,1,3,7000,28237,인천광역시,부평구,,5018802,주방용품균일가,E,가정용품 및 가사 서비스
477,201806,2,4,4,1,2,2000,11230560,서울특별시,동대문구,전농제1동,1010903,삼각김밥류,A,식료품 및 비주류음료
478,201905,2,3,3,1,1,2000,11710710,서울특별시,송파구,잠실6동,1070201,달걀,A,식료품 및 비주류음료
479,201901,1,4,5,1,1,1000,44270,충청남도,당진시,,1080101,맥주,B,주류 및 담배
480,201908,2,4,5,1,2,5000,11650570,서울특별시,서초구,반포2동,2010401,주방세제,E,가정용품 및 가사 서비스
481,201804,2,4,6,1,1,17000,11530530,서울특별시,구로구,구로제2동,1040106,콘 아이스크림,A,식료품 및 비주류음료
482,201903,2,7,6,1,1,8000,11440555,서울특별시,마포구,아현동,1050801,생수,A,식료품 및 비주류음료
483,201906,1,4,5,1,2,22000,11710710,서울특별시,송파구,잠실6동,1080101,맥주,B,주류 및 담배
484,201807,2,3,4,1,2,5000,41210,경기도,광명시,,1010204,마요네즈,A,식료품 및 비주류음료
485,201912,1,5,3,1,1,11000,44210,충청남도,서산시,,1060204,저지방우유,A,식료품 및 비주류음료
486,201909,2,5,5,1,1,24000,11110560,서울특별시,종로구,평창동,1110104,일식,A,식료품 및 비주류음료
487,201907,2,2,4,1,2,1000,11530530,서울특별시,구로구,구로제2동,1011107,축산소재류(냉장/냉동),A,식료품 및 비주류음료
488,201912,2,7,2,1,1,2000,11560610,서울특별시,영등포구,양평제1동,1020701,한과류,A,식료품 및 비주류음료
489,201909,2,6,6,1,1,4000,11200560,서울특별시,성동구,행당제1동,1011605,묵류,A,식료품 및 비주류음료
490,201809,2,2,5,1,1,38000,11140540,서울특별시,중구,회현동,1011101,만두류,A,식료품 및 비주류음료
491,201801,1,5,5,1,1,6000,11350700,서울특별시,노원구,상계8동,1011601,일반두부,A,식료품 및 비주류음료
492,201907,2,4,5,1,2,1000,11530530,서울특별시,구로구,구로제2동,1011107,축산소재류(냉장/냉동),A,식료품 및 비주류음료
493,201911,1,5,5,1,2,3000,11305534,서울특별시,강북구,삼양동,1010901,샐러드류,A,식료품 및 비주류음료
494,201803,2,5,4,1,1,16000,11440630,서울특별시,마포구,신수동,1050802,탄산수,A,식료품 및 비주류음료
495,201805,1,4,5,1,6,6000,11305534,서울특별시,강북구,삼양동,1070108,조미채소,A,식료품 및 비주류음료
496,201811,1,6,5,1,1,21000,11710710,서울특별시,송파구,잠실6동,1010708,봉지라면,A,식료품 및 비주류음료
497,201809,2,6,4,1,5,1000,11545610,서울특별시,금천구,독산제1동,1011603,연두부,A,식료품 및 비주류음료
498,201803,2,3,3,1,1,33000,41570,경기도,김포시,,1050699,기타차음료,A,식료품 및 비주류음료
499,201904,2,4,3,1,1,21000,11710642,서울특별시,송파구,문정2동,1090202,건/견과류,A,식료품 및 비주류음료
